"Country or Area","Year","Value","Value Footnotes"
"Australia","1986","4.08914458429138",""
"Australia","1985","5.24963051202671",""
"Australia","1984","4.62854336859961",""
"Australia","1983","-2.23061371992415",""
"Australia","1982","3.32056862189818",""
"Australia","1981","3.35825347701257",""
"Australia","1980","3.05130855449973",""
"Australia","1979","4.05340029027113",""
"Australia","1978","0.896775963338285",""
"Australia","1977","3.60698492840366",""
"Australia","1976","2.58985155519728",""
"Australia","1975","1.33744677153038",""
"Australia","1974","4.09547437529825",""
"Australia","1973","2.59830662245663",""
"Australia","1972","3.91226458539784",""
"Australia","1971","4.0081351375751",""
"Australia","1970","7.1663916495117",""
"Australia","1969","7.04960384816769",""
"Australia","1968","5.09298591983649",""
"Australia","1967","6.29684145573282",""
"Australia","1966","2.36539612983032",""
"Australia","1965","5.97981277129858",""
"Australia","1964","6.97621507509949",""
"Australia","1963","6.2124399336051",""
"Australia","1962","1.27705158758818",""
"Australia","1961","2.35092661413184",""
"Austria","2013","0.228020373528054",""
"Austria","2012","0.883845320080638",""
"Austria","2011","3.07142722522028",""
"Austria","2010","1.88009468112263",""
"Austria","2009","-3.7990762295855",""
"Austria","2008","1.54726417692326",""
"Austria","2007","3.62150877391298",""
"Austria","2006","3.35083069097276",""
"Austria","2005","2.14068273200179",""
"Austria","2004","2.70574578583671",""
"Austria","2003","0.756158208328443",""
"Austria","2002","1.65584991126875",""
"Austria","2001","1.3505196035259",""
"Austria","2000","3.36840321968521",""
"Austria","1999","3.58998996094584",""
"Austria","1998","3.55996822242268",""
"Austria","1997","2.20501981565411",""
"Austria","1996","2.39831029294717",""
"Austria","1995","2.66798366649148",""
"Austria","1994","2.40211878163518",""
"Austria","1993","0.526809444134344",""
"Austria","1992","2.09352472972535",""
"Austria","1991","3.44162738989245",""
"Austria","1990","4.34564157586416",""
"Austria","1989","3.88707475113574",""
"Austria","1988","3.29588024305905",""
"Austria","1987","1.35716799535058",""
"Austria","1986","2.3013927870149",""
"Austria","1985","2.49867851175736",""
"Austria","1984","0.0512752234456855",""
"Austria","1983","2.97308801352744",""
"Austria","1982","2.01125439398373",""
"Austria","1981","-0.144294545598598",""
"Austria","1980","1.73148542151714",""
"Austria","1979","5.35669987829385",""
"Austria","1978","-0.210653525082321",""
"Austria","1977","5.07998085870713",""
"Austria","1976","4.57844537095188",""
"Austria","1975","-0.363735756295682",""
"Austria","1974","3.94213819723556",""
"Austria","1973","4.89043543125398",""
"Austria","1972","6.20786097154389",""
"Austria","1971","5.11496861896499",""
"Austria","1970","9.3488387309673",""
"Austria","1969","6.27586716606929",""
"Austria","1968","4.47231278246079",""
"Austria","1967","3.00804779775493",""
"Austria","1966","5.64286141093264",""
"Austria","1965","3.48017491799561",""
"Austria","1964","6.12435373762843",""
"Austria","1963","4.13826758157032",""
"Austria","1962","2.64867511295267",""
"Austria","1961","5.53797931684518",""
"Azerbaijan","2013","5.79667839631929",""
"Azerbaijan","2012","2.20000018843571",""
"Azerbaijan","2011","0.0659227678492726",""
"Azerbaijan","2010","4.85433932383958",""
"Azerbaijan","2009","9.41065376397619",""
"Azerbaijan","2008","10.7724207826314",""
"Azerbaijan","2007","25.0489995231791",""
"Azerbaijan","2006","34.4999995102935",""
"Azerbaijan","2005","26.4000008082431",""
"Azerbaijan","2004","10.2000003982988",""
"Azerbaijan","2003","11.2000002371477",""
"Azerbaijan","2002","10.5999992015725",""
"Azerbaijan","2001","9.89999999999999",""
"Azerbaijan","2000","11.0999992535406",""
"Azerbaijan","1999","7.40000058167318",""
"Azerbaijan","1998","10.0000002781915",""
"Azerbaijan","1997","5.80000052390139",""
"Azerbaijan","1996","1.30000019976242",""
"Azerbaijan","1995","-11.8000008993603",""
"Azerbaijan","1994","-19.7000000190049",""
"Azerbaijan","1993","-23.099999548566",""
"Azerbaijan","1992","-22.6000003946572",""
"Azerbaijan","1991","-0.699999960061689",""
"Bahamas, The","2013","0.667447948879143",""
"Bahamas, The","2012","1.03342094413523",""
"Bahamas, The","2011","1.06447391550617",""
"Bahamas, The","2010","1.53877885334302",""
"Bahamas, The","2009","-4.17525917522813",""
"Bahamas, The","2008","-2.32393724789044",""
"Bahamas, The","2007","1.44652221530914",""
"Bahamas, The","2006","2.51686384101369",""
"Bahamas, The","2005","3.39529266953875",""
"Bahamas, The","2004","0.882884232581944",""
"Bahamas, The","2003","-1.26474462878853",""
"Bahamas, The","2002","2.7046295125315",""
"Bahamas, The","2001","2.62562712099302",""
"Bahamas, The","2000","4.149246399763",""
