"Country or Area","Year","Value","Value Footnotes"
"Oman","1977","76409",""
"Oman","1972","25470",""
"Oman","1967","-5000",""
"Oman","1962","-10000",""
"Other small states","2012","-121625",""
"Other small states","2007","-215481",""
"Other small states","2002","-160342",""
"Other small states","1997","-287671",""
"Other small states","1992","-213837",""
"Other small states","1987","83614",""
"Other small states","1982","-58052",""
"Other small states","1977","-204713",""
"Other small states","1972","-101060",""
"Other small states","1967","-59546",""
"Other small states","1962","-123209",""
"Pacific island small states","2012","-70548",""
"Pacific island small states","2007","-76214",""
"Pacific island small states","2002","-104755",""
"Pacific island small states","1997","-92629",""
"Pacific island small states","1992","-68380",""
"Pacific island small states","1987","-103525",""
"Pacific island small states","1982","-44913",""
"Pacific island small states","1977","-46282",""
"Pacific island small states","1972","-37893",""
"Pacific island small states","1967","-16075",""
"Pacific island small states","1962","3516",""
"Pakistan","2012","-1634420",""
"Pakistan","2007","-1847104",""
"Pakistan","2002","-1754207",""
"Pakistan","1997","-187332",""
"Pakistan","1992","-1400001",""
"Pakistan","1987","139790",""
"Pakistan","1982","1345233",""
"Pakistan","1977","700000",""
"Pakistan","1972","-138106",""
"Pakistan","1967","-209978",""
"Pakistan","1962","-93268",""
"Panama","2012","28575",""
"Panama","2007","22758",""
"Panama","2002","16852",""
"Panama","1997","10827",""
"Panama","1992","401",""
"Panama","1987","-9069",""
"Panama","1982","-11881",""
"Panama","1977","-12427",""
"Panama","1972","-11199",""
"Panama","1967","-11643",""
"Panama","1962","-11016",""
"Papua New Guinea","2012","0",""
"Papua New Guinea","2007","0",""
"Papua New Guinea","2002","0",""
"Papua New Guinea","1997","0",""
"Papua New Guinea","1992","0",""
"Papua New Guinea","1987","0",""
"Papua New Guinea","1982","0",""
"Papua New Guinea","1977","-8243",""
"Papua New Guinea","1972","-7352",""
"Papua New Guinea","1967","2993",""
"Papua New Guinea","1962","-4317",""
"Paraguay","2012","-40000",""
"Paraguay","2007","-40000",""
"Paraguay","2002","-44556",""
"Paraguay","1997","-42970",""
"Paraguay","1992","-30440",""
"Paraguay","1987","-16904",""
"Paraguay","1982","-20790",""
"Paraguay","1977","-45421",""
"Paraguay","1972","-57676",""
"Paraguay","1967","-64534",""
"Paraguay","1962","-69195",""
"Peru","2012","-300001",""
"Peru","2007","-724999",""
"Peru","2002","-624999",""
"Peru","1997","-350000",""
"Peru","1992","-300000",""
"Peru","1987","-180000",""
"Peru","1982","-80000",""
"Peru","1977","-36000",""
"Peru","1972","0",""
"Peru","1967","0",""
"Peru","1962","0",""
"Philippines","2012","-700000",""
"Philippines","2007","-1233365",""
"Philippines","2002","-1127900",""
"Philippines","1997","-775924",""
"Philippines","1992","-695162",""
"Philippines","1987","-298965",""
"Philippines","1982","-176977",""
"Philippines","1977","-313865",""
"Philippines","1972","-238011",""
"Philippines","1967","-272134",""
"Philippines","1962","0",""
"Poland","2012","-38090",""
"Poland","2007","-70353",""
"Poland","2002","-114610",""
"Poland","1997","-232873",""
"Poland","1992","-221614",""
"Poland","1987","-221048",""
"Poland","1982","-83891",""
"Poland","1977","-106595",""
"Poland","1972","-170903",""
"Poland","1967","-143114",""
"Poland","1962","-10196",""
"Portugal","2012","99995",""
"Portugal","2007","100001",""
"Portugal","2002","180000",""
"Portugal","1997","173604",""
"Portugal","1992","149122",""
"Portugal","1987","-147873",""
"Portugal","1982","-66894",""
"Portugal","1977","198629",""
"Portugal","1972","108187",""
"Portugal","1967","-701600",""
"Portugal","1962","-547884",""
"Puerto Rico","2012","-103537",""
"Puerto Rico","2007","-138043",""
"Puerto Rico","2002","-145704",""
"Puerto Rico","1997","-30450",""
"Puerto Rico","1992","-296",""
"Puerto Rico","1987","-55192",""
"Puerto Rico","1982","-48420",""
"Puerto Rico","1977","-19579",""
"Puerto Rico","1972","-41031",""
"Puerto Rico","1967","-134255",""
"Puerto Rico","1962","-91587",""
"Qatar","2012","499998",""
"Qatar","2007","857088",""
"Qatar","2002","170402",""
"Qatar","1997","42840",""
"Qatar","1992","-22453",""
"Qatar","1987","57517",""
"Qatar","1982","101975",""
"Qatar","1977","28315",""
"Qatar","1972","34368",""
"Qatar","1967","20912",""
"Qatar","1962","16337",""
"Romania","2012","-44999",""
"Romania","2007","-54550",""
"Romania","2002","-52137",""
"Romania","1997","-328262",""
"Romania","1992","-410768",""
"Romania","1987","-120603",""
"Romania","1982","-127234",""
"Romania","1977","-100067",""
"Romania","1972","70347",""
"Romania","1967","55198",""
"Romania","1962","-81706",""
"Russian Federation","2012","1100002",""
"Russian Federation","2007","2257350",""
"Russian Federation","2002","1635324",""
"Russian Federation","1997","2308220",""
"Russian Federation","1992","2219718",""
"Russian Federation","1987","906615",""
"Russian Federation","1982","1107000",""
"Russian Federation","1977","639801",""
"Russian Federation","1972","-290289",""
"Russian Federation","1967","-550617",""
"Russian Federation","1962","-1394343",""
"Rwanda","2012","-44999",""
"Rwanda","2007","-63536",""
"Rwanda","2002","-63536",""
"Rwanda","1997","1791149",""
"Rwanda","1992","-1533124",""
"Rwanda","1987","29999",""
"Rwanda","1982","-50002",""
"Rwanda","1977","-20000",""
"Rwanda","1972","-20000",""
"Rwanda","1967","20000",""
"Rwanda","1962","-140001",""
"Samoa","2012","-12690",""
"Samoa","2007","-15371",""
"Samoa","2002","-15726",""
"Samoa","1997","-17300",""
"Samoa","1992","-13724",""
"Samoa","1987","-18654",""
"Samoa","1982","-17430",""
"Samoa","1977","-17563",""
"Samoa","1972","-13312",""
"Samoa","1967","-5043",""
"Samoa","1962","-1453",""
"Sao Tome and Principe","2012","-1500",""
"Sao Tome and Principe","2007","-1498",""
"Sao Tome and Principe","2002","-5998",""
"Sao Tome and Principe","1997","-9107",""
"Sao Tome and Principe","1992","-3732",""
"Sao Tome and Principe","1987","-2548",""
"Sao Tome and Principe","1982","-5273",""
"Sao Tome and Principe","1977","-1221",""
"Sao Tome and Principe","1972","-2509",""
"Sao Tome and Principe","1967","-744",""
"Sao Tome and Principe","1962","-9152",""
"Saudi Arabia","2012","300000",""
"Saudi Arabia","2007","157126",""
"Saudi Arabia","2002","2197524",""
"Saudi Arabia","1997","-876891",""
"Saudi Arabia","1992","-121511",""
"Saudi Arabia","1987","538413",""
"Saudi Arabia","1982","1391626",""
"Saudi Arabia","1977","995676",""
"Saudi Arabia","1972","491874",""
"Saudi Arabia","1967","187426",""
"Saudi Arabia","1962","125935",""
"Senegal","2012","-99996",""
"Senegal","2007","-166051",""
"Senegal","2002","-151131",""
"Senegal","1997","-209864",""
"Senegal","1992","-70008",""
"Senegal","1987","-60291",""
"Senegal","1982","-85108",""
"Senegal","1977","-134783",""
"Senegal","1972","65586",""
"Senegal","1967","86522",""
"Senegal","1962","50002",""
"Serbia","2012","-99999",""
"Serbia","2007","-240636",""
"Serbia","2002","-323540",""
"Serbia","1997","-202845",""
"Serbia","1992","428038",""
"Seychelles","2012","-1551",""
"Seychelles","2007","-1111",""
"Seychelles","2002","2513",""
"Seychelles","1997","-135",""
"Seychelles","1992","625",""
"Seychelles","1987","-5295",""
"Seychelles","1982","-3099",""
"Seychelles","1977","-200",""
"Seychelles","1972","230",""
"Seychelles","1967","-998",""
"Seychelles","1962","-851",""
"Sierra Leone","2012","-21000",""
"Sierra Leone","2007","60000",""
"Sierra Leone","2002","500000",""
"Sierra Leone","1997","-150000",""
"Sierra Leone","1992","-450000",""
"Sierra Leone","1987","62745",""
"Sierra Leone","1982","0",""
"Sierra Leone","1977","0",""
"Sierra Leone","1972","0",""
"Sierra Leone","1967","0",""
"Sierra Leone","1962","0",""
"Singapore","2012","400000",""
"Singapore","2007","449245",""
"Singapore","2002","435595",""
"Singapore","1997","255243",""
"Singapore","1992","248927",""
"Singapore","1987","119801",""
"Singapore","1982","137811",""
"Singapore","1977","14266",""
"Singapore","1972","5889",""
"Singapore","1967","-363",""
"Singapore","1962","428",""
"Slovak Republic","2012","14999",""
"Slovak Republic","2007","30200",""
"Slovak Republic","2002","5787",""
"Slovak Republic","1997","-2964",""
"Slovak Republic","1992","-15108",""
"Slovak Republic","1987","-35312",""
"Slovak Republic","1982","-34777",""
"Slovak Republic","1977","-9696",""
"Slovak Republic","1972","-15254",""
"Slovak Republic","1967","-57838",""
"Slovak Republic","1962","-26427",""
"Slovenia","2012","22000",""
"Slovenia","2007","44720",""
"Slovenia","2002","16824",""
"Slovenia","1997","1375",""
"Slovenia","1992","-16487",""
"Slovenia","1987","30143",""
"Slovenia","1982","78426",""
"Slovenia","1977","29487",""
"Slovenia","1972","15108",""
"Slovenia","1967","-20295",""
"Slovenia","1962","-15206",""
"Small states","2012","-314967",""
"Small states","2007","-424258",""
"Small states","2002","-374990",""
"Small states","1997","-533129",""
"Small states","1992","-503638",""
"Small states","1987","-350533",""
"Small states","1982","-368923",""
"Small states","1977","-551400",""
"Small states","1972","-439879",""
"Small states","1967","-352179",""
"Small states","1962","-368366",""
"Solomon Islands","2012","-11868",""
"Solomon Islands","2007","-11896",""
"Solomon Islands","2002","-4898",""
"Solomon Islands","1997","-677",""
"Solomon Islands","1992","-971",""
"Solomon Islands","1987","-1832",""
"Solomon Islands","1982","-1",""
"Solomon Islands","1977","182",""
"Solomon Islands","1972","2118",""
"Solomon Islands","1967","2188",""
"Solomon Islands","1962","2348",""
"Somalia","2012","-150000",""
"Somalia","2007","-300000",""
"Somalia","2002","-200000",""
"Somalia","1997","-100004",""
"Somalia","1992","-893365",""
"Somalia","1987","-632286",""
"Somalia","1982","-832045",""
"Somalia","1977","1587565",""
"Somalia","1972","-6",""
"Somalia","1967","1489",""
"Somalia","1962","-1046",""
"South Africa","2012","-100000",""
"South Africa","2007","1402643",""
"South Africa","2002","1072072",""
"South Africa","1997","158912",""
"South Africa","1992","804595",""
"South Africa","1987","-133363",""
"South Africa","1982","175112",""
"South Africa","1977","73316",""
"South Africa","1972","231569",""
"South Africa","1967","200939",""
"South Africa","1962","115210",""
"South Asia","2012","-7076435",""
"South Asia","2007","-10339792",""
"South Asia","2002","-6243225",""
"South Asia","1997","-2538677",""
"South Asia","1992","499516",""
"South Asia","1987","-2094883",""
"South Asia","1982","-3007495",""
"South Asia","1977","-707680",""
"South Asia","1972","-1195772",""
"South Asia","1967","-690613",""
"South Asia","1962","-454795",""
"South Sudan","2012","865000",""
"South Sudan","2007","785000",""
"South Sudan","2002","432000",""
"South Sudan","1997","400000",""
"South Sudan","1992","-1095000",""
"South Sudan","1987","-405000",""
"South Sudan","1982","150000",""
"South Sudan","1977","60000",""
"South Sudan","1972","25000",""
"South Sudan","1967","0",""
"South Sudan","1962","0",""
"Spain","2012","599997",""
"Spain","2007","2250005",""
"Spain","2002","2829228",""
"Spain","1997","796019",""
"Spain","1992","319268",""
"Spain","1987","-67671",""
"Spain","1982","-43291",""
"Spain","1977","76903",""
"Spain","1972","96990",""
"Spain","1967","-145936",""
"Spain","1962","-193807",""
"Sri Lanka","2012","-316785",""
"Sri Lanka","2007","-383573",""
"Sri Lanka","2002","-100001",""
"Sri Lanka","1997","-400002",""
"Sri Lanka","1992","-255780",""
"Sri Lanka","1987","-137440",""
"Sri Lanka","1982","-395500",""
"Sri Lanka","1977","-237500",""
"Sri Lanka","1972","-145000",""
"Sri Lanka","1967","-38500",""
"Sri Lanka","1962","-47500",""
"St. Lucia","2012","40",""
"St. Lucia","2007","2850",""
"St. Lucia","2002","-227",""
"St. Lucia","1997","-948",""
"St. Lucia","1992","-4806",""
"St. Lucia","1987","-4262",""
"St. Lucia","1982","-8141",""
"St. Lucia","1977","-8932",""
"St. Lucia","1972","-9649",""
"St. Lucia","1967","-7697",""
"St. Lucia","1962","-9372",""
"St. Vincent and the Grenadines","2012","-5000",""
"St. Vincent and the Grenadines","2007","-5122",""
"St. Vincent and the Grenadines","2002","-5200",""
"St. Vincent and the Grenadines","1997","-7948",""
"St. Vincent and the Grenadines","1992","-8682",""
"St. Vincent and the Grenadines","1987","-7103",""
"St. Vincent and the Grenadines","1982","-7345",""
"St. Vincent and the Grenadines","1977","-7257",""
"St. Vincent and the Grenadines","1972","-8792",""
"St. Vincent and the Grenadines","1967","-10014",""
"St. Vincent and the Grenadines","1962","-9326",""
"Sub-Saharan Africa (all income levels)","2012","-1524836",""
"Sub-Saharan Africa (all income levels)","2007","-663110",""
"Sub-Saharan Africa (all income levels)","2002","-840146",""
"Sub-Saharan Africa (all income levels)","1997","-1775470",""
"Sub-Saharan Africa (all income levels)","1992","743314",""
"Sub-Saharan Africa (all income levels)","1987","-1355594",""
"Sub-Saharan Africa (all income levels)","1982","-1458553",""
"Sub-Saharan Africa (all income levels)","1977","-1058658",""
"Sub-Saharan Africa (all income levels)","1972","-845698",""
"Sub-Saharan Africa (all income levels)","1967","-117962",""
"Sub-Saharan Africa (all income levels)","1962","-254272",""
"Sub-Saharan Africa (developing only)","2012","-1544836",""
"Sub-Saharan Africa (developing only)","2007","-683110",""
"Sub-Saharan Africa (developing only)","2002","-865146",""
"Sub-Saharan Africa (developing only)","1997","-1795470",""
"Sub-Saharan Africa (developing only)","1992","728314",""
"Sub-Saharan Africa (developing only)","1987","-1370594",""
"Sub-Saharan Africa (developing only)","1982","-1523553",""
"Sub-Saharan Africa (developing only)","1977","-1028658",""
"Sub-Saharan Africa (developing only)","1972","-775698",""
"Sub-Saharan Africa (developing only)","1967","-117962",""
"Sub-Saharan Africa (developing only)","1962","-254272",""
"Sudan","2012","-800000",""
"Sudan","2007","-500000",""
"Sudan","2002","-430000",""
"Sudan","1997","-640000",""
"Sudan","1992","1200000",""
"Sudan","1987","150000",""
"Sudan","1982","220000",""
"Sudan","1977","180000",""
"Sudan","1972","20000",""
"Sudan","1967","0",""
"Sudan","1962","0",""
"Suriname","2012","-5000",""
"Suriname","2007","-4998",""
"Suriname","2002","3",""
"Suriname","1997","-5655",""
"Suriname","1992","-3342",""
"Suriname","1987","-4845",""
"Suriname","1982","-31771",""
"Suriname","1977","-40352",""
"Suriname","1972","-56820",""
"Suriname","1967","-13862",""
"Suriname","1962","-11050",""
"Swaziland","2012","-6000",""
"Swaziland","2007","-6000",""
"Swaziland","2002","-46077",""
"Swaziland","1997","-12000",""
"Swaziland","1992","-38243",""
"Swaziland","1987","17149",""
"Swaziland","1982","-14496",""
"Swaziland","1977","-9472",""
"Swaziland","1972","-7872",""
"Swaziland","1967","-9472",""
"Swaziland","1962","-9908",""
"Sweden","2012","200000",""
"Sweden","2007","262453",""
"Sweden","2002","141723",""
"Sweden","1997","58470",""
"Sweden","1992","156460",""
"Sweden","1987","134569",""
"Sweden","1982","29799",""
"Sweden","1977","88567",""
"Sweden","1972","18798",""
"Sweden","1967","130980",""
"Sweden","1962","80351",""
"Switzerland","2012","320000",""
"Switzerland","2007","344872",""
"Switzerland","2002","186125",""
"Switzerland","1997","65218",""
"Switzerland","1992","247406",""
"Switzerland","1987","130857",""
"Switzerland","1982","81040",""
"Switzerland","1977","-135365",""
"Switzerland","1972","25185",""
"Switzerland","1967","92978",""
"Switzerland","1962","276181",""
"Syrian Arab Republic","2012","-1500000",""
"Syrian Arab Republic","2007","1140716",""
"Syrian Arab Republic","2002","-379910",""
"Syrian Arab Republic","1997","-130000",""
"Syrian Arab Republic","1992","-70000",""
"Syrian Arab Republic","1987","-146501",""
"Syrian Arab Republic","1982","-87001",""
"Syrian Arab Republic","1977","-161672",""
"Syrian Arab Republic","1972","-81501",""
"Syrian Arab Republic","1967","-16000",""
"Syrian Arab Republic","1962","-16000",""
"Tajikistan","2012","-99999",""
"Tajikistan","2007","-62356",""
"Tajikistan","2002","-96542",""
"Tajikistan","1997","-324793",""
"Tajikistan","1992","-289263",""
"Tajikistan","1987","-37962",""
"Tajikistan","1982","-21870",""
"Tajikistan","1977","-5749",""
"Tajikistan","1972","28954",""
"Tajikistan","1967","34640",""
"Tajikistan","1962","77739",""
"Tanzania","2012","-150000",""
"Tanzania","2007","-300000",""
"Tanzania","2002","-345000",""
"Tanzania","1997","-205875",""
"Tanzania","1992","591288",""
"Tanzania","1987","68208",""
"Tanzania","1982","37180",""
"Tanzania","1977","-22250",""
"Tanzania","1972","118990",""
"Tanzania","1967","36025",""
"Tanzania","1962","27000",""
"Thailand","2012","100000",""
"Thailand","2007","-710068",""
"Thailand","2002","1102862",""
"Thailand","1997","595805",""
"Thailand","1992","-1107538",""
"Thailand","1987","504673",""
"Thailand","1982","341913",""
"Thailand","1977","287226",""
"Thailand","1972","402578",""
"Thailand","1967","0",""
"Thailand","1962","0",""
"Timor-Leste","2012","-75000",""
"Timor-Leste","2007","-74895",""
"Timor-Leste","2002","0",""
"Timor-Leste","1997","-162210",""
"Timor-Leste","1992","-4381",""
"Timor-Leste","1987","3531",""
"Timor-Leste","1982","10878",""
"Timor-Leste","1977","-97345",""
"Timor-Leste","1972","2264",""
"Timor-Leste","1967","1998",""
"Timor-Leste","1962","1319",""
"Togo","2012","-9994",""
"Togo","2007","-9994",""
"Togo","2002","-9994",""
"Togo","1997","-30000",""
"Togo","1992","-95003",""
"Togo","1987","-20000",""
"Togo","1982","50001",""
"Togo","1977","-100000",""
"Togo","1972","-49999",""
"Togo","1967","138923",""
"Togo","1962","-77885",""
"Tonga","2012","-8078",""
"Tonga","2007","-8196",""
"Tonga","2002","-8129",""
"Tonga","1997","-8701",""
"Tonga","1992","-11082",""
"Tonga","1987","-10902",""
"Tonga","1982","-12542",""
"Tonga","1977","-7889",""
"Tonga","1972","-7635",""
"Tonga","1967","-3147",""
"Tonga","1962","103",""
"Trinidad and Tobago","2012","-15000",""
"Trinidad and Tobago","2007","-11303",""
"Trinidad and Tobago","2002","-13159",""
"Trinidad and Tobago","1997","-32545",""
"Trinidad and Tobago","1992","-31973",""
"Trinidad and Tobago","1987","-45071",""
"Trinidad and Tobago","1982","-34278",""
"Trinidad and Tobago","1977","-30858",""
"Trinidad and Tobago","1972","-29357",""
"Trinidad and Tobago","1967","-61563",""
"Trinidad and Tobago","1962","-57936",""
"Tunisia","2012","-32941",""
"Tunisia","2007","-32941",""
"Tunisia","2002","-71377",""
"Tunisia","1997","-53050",""
"Tunisia","1992","43875",""
"Tunisia","1987","66281",""
"Tunisia","1982","-24144",""
"Tunisia","1977","-72071",""
"Tunisia","1972","-103398",""
"Tunisia","1967","-106345",""
"Tunisia","1962","-81793",""
"Turkey","2012","350000",""
"Turkey","2007","-50000",""
"Turkey","2002","-100002",""
"Turkey","1997","-149998",""
"Turkey","1992","-200001",""
"Turkey","1987","-150000",""
"Turkey","1982","-77591",""
"Turkey","1977","-367998",""
"Turkey","1972","-314799",""
"Turkey","1967","-319769",""
"Turkey","1962","-259169",""
"Turkmenistan","2012","-24998",""
"Turkmenistan","2007","-57048",""
"Turkmenistan","2002","-114454",""
"Turkmenistan","1997","-60324",""
"Turkmenistan","1992","43633",""
"Turkmenistan","1987","-34319",""
"Turkmenistan","1982","-25116",""
"Turkmenistan","1977","16341",""
"Turkmenistan","1972","31549",""
"Turkmenistan","1967","36429",""
"Turkmenistan","1962","36261",""
"Uganda","2012","-150000",""
"Uganda","2007","-135000",""
"Uganda","2002","-5000",""
"Uganda","1997","-45737",""
"Uganda","1992","119995",""
"Uganda","1987","233366",""
"Uganda","1982","-115340",""
"Uganda","1977","-166660",""
"Uganda","1972","-240530",""
"Uganda","1967","53330",""
"Uganda","1962","125200",""
"Ukraine","2012","-40006",""
"Ukraine","2007","235195",""
"Ukraine","2002","-165445",""
"Ukraine","1997","-462264",""
"Ukraine","1992","74421",""
"Ukraine","1987","0",""
"Ukraine","1982","189092",""
"Ukraine","1977","104383",""
"Ukraine","1972","209851",""
"Ukraine","1967","267633",""
"Ukraine","1962","454164",""
"United Arab Emirates","2012","514042",""
"United Arab Emirates","2007","3812193",""
"United Arab Emirates","2002","863784",""
"United Arab Emirates","1997","464455",""
"United Arab Emirates","1992","327575",""
"United Arab Emirates","1987","259505",""
"United Arab Emirates","1982","174444",""
"United Arab Emirates","1977","387827",""
"United Arab Emirates","1972","251678",""
"United Arab Emirates","1967","54611",""
"United Arab Emirates","1962","36923",""
"United Kingdom","2012","900000",""
"United Kingdom","2007","840371",""
"United Kingdom","2002","968350",""
"United Kingdom","1997","498998",""
"United Kingdom","1992","205443",""
"United Kingdom","1987","98758",""
"United Kingdom","1982","-97495",""
"United Kingdom","1977","39119",""
"United Kingdom","1972","106415",""
"United Kingdom","1967","-84853",""
"United Kingdom","1962","142563",""
"United States","2012","5000002",""
"United States","2007","5224810",""
"United States","2002","5322320",""
"United States","1997","8469347",""
"United States","1992","4454880",""
"United States","1987","3916798",""
"United States","1982","3636060",""
"United States","1977","3872809",""
"United States","1972","2840500",""
"United States","1967","1495166",""
"United States","1962","958653",""
"Upper middle income","2012","-2314316",""
"Upper middle income","2007","-5548981",""
"Upper middle income","2002","-5190684",""
"Upper middle income","1997","-4285820",""
"Upper middle income","1992","-8078269",""
"Upper middle income","1987","-2561942",""
"Upper middle income","1982","-1185916",""
"Upper middle income","1977","-2828141",""
"Upper middle income","1972","-2351501",""
"Upper middle income","1967","-1465238",""
"Upper middle income","1962","-2153320",""
"Uruguay","2012","-30000",""
"Uruguay","2007","-50000",""
"Uruguay","2002","-104000",""
"Uruguay","1997","-26000",""
"Uruguay","1992","-20000",""
"Uruguay","1987","-30000",""
"Uruguay","1982","-30000",""
"Uruguay","1977","-60000",""
"Uruguay","1972","-136000",""
"Uruguay","1967","-34000",""
"Uruguay","1962","-6000",""
"Uzbekistan","2012","-200000",""
"Uzbekistan","2007","-443424",""
"Uzbekistan","2002","-779620",""
"Uzbekistan","1997","-374203",""
"Uzbekistan","1992","-275213",""
"Uzbekistan","1987","-374399",""
"Uzbekistan","1982","-115457",""
"Uzbekistan","1977","-44307",""
"Uzbekistan","1972","191277",""
"Uzbekistan","1967","123427",""
"Uzbekistan","1962","132516",""
"Vanuatu","2012","0",""
"Vanuatu","2007","1135",""
"Vanuatu","2002","-502",""
"Vanuatu","1997","-7087",""
"Vanuatu","1992","-295",""
"Vanuatu","1987","-2801",""
"Vanuatu","1982","-3312",""
"Vanuatu","1977","245",""
"Vanuatu","1972","1439",""
"Vanuatu","1967","-506",""
"Vanuatu","1962","67",""
"Venezuela, RB","2012","40000",""
"Venezuela, RB","2007","40000",""
"Venezuela, RB","2002","40000",""
"Venezuela, RB","1997","40000",""
"Venezuela, RB","1992","40000",""
"Venezuela, RB","1987","75001",""
"Venezuela, RB","1982","75001",""
"Venezuela, RB","1977","385000",""
"Venezuela, RB","1972","340000",""
"Venezuela, RB","1967","25000",""
"Venezuela, RB","1962","25000",""
"Vietnam","2012","-200002",""
"Vietnam","2007","-877681",""
"Vietnam","2002","-772336",""
"Vietnam","1997","-323425",""
"Vietnam","1992","-394236",""
"Vietnam","1987","-332327",""
"Vietnam","1982","-324942",""
"Vietnam","1977","-813123",""
"Vietnam","1972","0",""
"Vietnam","1967","0",""
"Vietnam","1962","0",""
"Virgin Islands (U.S.)","2012","-3604",""
"Virgin Islands (U.S.)","2007","-6191",""
"Virgin Islands (U.S.)","2002","-5272",""
"Virgin Islands (U.S.)","1997","-3936",""
"Virgin Islands (U.S.)","1992","-4618",""
"Virgin Islands (U.S.)","1987","-11156",""
"Virgin Islands (U.S.)","1982","-3492",""
"Virgin Islands (U.S.)","1977","1961",""
"Virgin Islands (U.S.)","1972","9407",""
"Virgin Islands (U.S.)","1967","3245",""
"Virgin Islands (U.S.)","1962","10270",""
"West Bank and Gaza","2012","-43750",""
"West Bank and Gaza","2007","-90000",""
"West Bank and Gaza","2002","-190000",""
"West Bank and Gaza","1997","70000",""
"West Bank and Gaza","1992","35000",""
"World","2012","0",""
"World","2007","0",""
"World","2002","0",""
"World","1997","0",""
"World","1992","0",""
"World","1987","0",""
"World","1982","0",""
"World","1977","0",""
"World","1972","0",""
"World","1967","0",""
"World","1962","0",""
"Yemen, Rep.","2012","-135000",""
"Yemen, Rep.","2007","-135000",""
"Yemen, Rep.","2002","-100000",""
"Yemen, Rep.","1997","-100000",""
"Yemen, Rep.","1992","672800",""
"Yemen, Rep.","1987","-50000",""
"Yemen, Rep.","1982","-50000",""
"Yemen, Rep.","1977","-75000",""
"Yemen, Rep.","1972","-353000",""
"Yemen, Rep.","1967","-245662",""
"Yemen, Rep.","1962","-100000",""
"Zambia","2012","-40000",""
"Zambia","2007","-85000",""
"Zambia","2002","-81713",""
"Zambia","1997","83483",""
"Zambia","1992","-11201",""
"Zambia","1987","28583",""
"Zambia","1982","48103",""
"Zambia","1977","3583",""
"Zambia","1972","27122",""
"Zambia","1967","-4180",""
"Zambia","1962","2500",""
"Zimbabwe","2012","400000",""
"Zimbabwe","2007","-800000",""
"Zimbabwe","2002","-700000",""
"Zimbabwe","1997","-200000",""
"Zimbabwe","1992","-191804",""
"Zimbabwe","1987","120505",""
"Zimbabwe","1982","141520",""
"Zimbabwe","1977","-101515",""
"Zimbabwe","1972","-30360",""
"Zimbabwe","1967","-28000",""
"Zimbabwe","1962","-10000",""

